"site","datetime","latitude_degN","longitude_degW","temp_lab","pH_lab","TA_lab","salinity_lab","totalPt","totalSit","P","CO2","fCO2","pCO2","HCO3","CO3","DIC","OmegaAragonite","OmegaCalcite","temp_insitu","pH_adjusted","CO2_adjusted","fCO2_adjusted","pCO2_adjusted","HCO3_adjusted","CO3_adjusted","DIC_adjusted","OmegaAragonite_adjusted","OmegaCalcite_adjusted","k1k2","kf","ks","pHscale"
"SBH","2018-03-29 19:35:00",34.41,-119.6854,25.1,25.1,2240.07,33.3,0,0,0,27.73,969.41,969.41,1983.72,104.4,2115.86,1.68,2.55,13.5,7.88,24.58,619.75,619.75,1991.06,100.22,2115.86,1.54,2.41,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-04-26 20:04:00",34.41,-119.6854,24.8,24.8,2258.94,33.4,0,0,0,19.99,693.66,693.66,1925.15,135.99,2081.13,2.18,3.32,13.6,8.01,17.61,445.72,445.72,1931.52,132,2081.13,2.03,3.18,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-05-21 18:06:00",34.41,-119.6854,24.9,24.9,2247,33.4,0,0,0,13.9,483.59,483.59,1817.67,174.61,2006.17,2.8,4.26,16.4,8.1,12.52,344.85,344.85,1821.99,171.66,2006.17,2.66,4.14,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-06-28 19:12:00",34.41,-119.6854,25.1,25.1,2237.15,33.4,0,0,0,15.93,557.26,557.26,1848.5,158,2022.44,2.53,3.85,19,8.01,14.77,438.79,438.79,1851.77,155.9,2022.44,2.44,3.77,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-09-13 17:37:00",34.41,-119.6854,24.9,24.9,2241.56,33.1,0,0,0,17.76,617.13,617.13,1883.02,146.01,2046.79,2.34,3.57,18.8,7.97,16.49,486.34,486.34,1886.42,143.88,2046.79,2.25,3.49,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-09-17 18:50:00",34.41,-119.6854,25.07,25.07,2238.9,33,0,0,0,15.5,540.63,540.63,1844.32,160.68,2020.51,2.58,3.93,20.5,8,14.63,452.23,452.23,1846.75,159.13,2020.51,2.51,3.87,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2018-11-20 17:40:00",34.41,-119.6854,25.4,25.4,2250.48,33.2,0,0,0,17.98,633.08,633.08,1890.47,146.72,2055.17,2.36,3.59,18.18,7.98,16.47,477.54,477.54,1894.51,144.19,2055.17,2.25,3.49,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SBH","2019-03-29 17:28:00",34.41,-119.6854,25.4,25.4,2264.95,33,0,0,0,23.33,820.3,820.3,1966.26,122.03,2111.62,1.96,2.99,13.85,7.95,20.53,522.43,522.43,1973.21,117.88,2111.62,1.82,2.85,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SMN","2012-11-13 18:30:00",34.057,-120.3455,-9999,-9999,-9999,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SMN","2013-08-19 18:30:00",34.057,-120.3455,-9999,-9999,2245,33.65,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.95,7.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SMN","2013-08-19 19:00:00",34.057,-120.3455,-9999,-9999,2244,33.65,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14,7.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SMN","2013-11-26 16:53:00",34.057,-120.3455,25.2,25.2,2241.4,33.4,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"SMN","2013-11-26 17:25:00",34.057,-120.3455,24.83,24.83,2243.59,33.1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
