"site","datetime","latitude_degN","longitude_degW","temp_lab","pH_lab","TA_lab","salinity_lab","totalPt","totalSit","P","CO2","fCO2","pCO2","HCO3","CO3","DIC","OmegaAragonite","OmegaCalcite","temp_insitu","pH_adjusted","CO2_adjusted","fCO2_adjusted","pCO2_adjusted","HCO3_adjusted","CO3_adjusted","DIC_adjusted","OmegaAragonite_adjusted","OmegaCalcite_adjusted","k1k2","kf","ks","pHscale"
"MKO","2018-04-26 20:00:00",34.3932,-119.7301,24.93,24.93,2258.02,33.1,0,0,0,12.88,447.95,447.95,1804.22,184.92,2002.03,2.97,4.52,14.4,8.16,11.33,293.33,293.33,1809.45,181.25,2002.03,2.8,4.37,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-05-03 18:30:00",34.3932,-119.7301,25.1,25.1,2219.89,33.3,0,0,0,25.54,892.85,892.85,1950.35,109.57,2085.46,1.76,2.68,13.25,7.91,22.52,563.59,563.59,1957.58,105.36,2085.46,1.62,2.54,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-05-24 19:40:00",34.3932,-119.7301,25.3,25.3,2253.61,33,0,0,0,27.64,969.5,969.5,1994.47,105.8,2127.91,1.7,2.59,14.65,7.86,24.68,643.86,643.86,2001.3,101.93,2127.91,1.57,2.46,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-06-05 19:00:00",34.3932,-119.7301,25.5,25.5,2242.74,33.3,0,0,0,26.98,952.72,952.72,1978.97,107.48,2113.43,1.73,2.63,15.1,7.87,24.13,639.18,639.18,1985.59,103.71,2113.43,1.6,2.5,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-06-14 21:20:00",34.3932,-119.7301,24.6,24.6,2254.47,33.3,0,0,0,16.39,565.68,565.68,1871.4,155.98,2043.78,2.5,3.81,16.9,8.03,14.94,417.41,417.41,1875.56,153.28,2043.78,2.38,3.7,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-07-02 19:00:00",34.3932,-119.7301,25.2,25.2,2239.55,33.2,0,0,0,14.54,509.4,509.4,1825.24,168.58,2008.36,2.71,4.12,18.45,8.05,13.36,390.36,390.36,1828.72,166.27,2008.36,2.6,4.02,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-07-06 20:00:00",34.3932,-119.7301,24.73,24.73,2249.41,33.2,0,0,0,12.6,436.23,436.23,1792.01,186.14,1990.76,2.98,4.55,18.55,8.1,11.65,341.26,341.26,1795.06,184.05,1990.76,2.87,4.45,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-09-05 18:20:00",34.3932,-119.7301,24.03,24.03,2213.31,33.2,0,0,0,17.81,605.53,605.53,1865.45,141.17,2024.44,2.26,3.44,16.9,7.99,16.38,457.41,457.41,1869.38,138.68,2024.44,2.15,3.35,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-10-02 18:40:00",34.3932,-119.7301,24.83,24.83,2241.76,33,0,0,0,16.45,570.27,570.27,1863.57,154.04,2034.06,2.47,3.77,18.42,8.01,15.2,443.31,443.31,1867.04,151.82,2034.06,2.37,3.68,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-11-07 20:00:00",34.3932,-119.7301,24.7,24.7,2246.77,33.3,0,0,0,17.19,594.94,594.94,1878.19,150.01,2045.4,2.4,3.66,19.05,7.98,16.05,477.05,477.05,1881.31,148.04,2045.4,2.32,3.58,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-11-09 20:20:00",34.3932,-119.7301,25.27,25.27,2246.35,33.2,0,0,0,15.93,558.7,558.7,1855.31,159.25,2030.48,2.56,3.89,18.82,8.02,14.7,433.88,433.88,1858.76,157.02,2030.48,2.45,3.8,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-12-03 21:00:00",34.3932,-119.7301,25.73,25.73,2236.51,33.1,0,0,0,23.48,833.06,833.06,1943.83,119.28,2086.59,1.92,2.92,14.23,7.93,20.67,532.51,532.51,1950.75,115.18,2086.59,1.78,2.78,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-12-06 20:41:00",34.3932,-119.7301,25.63,25.63,2246.1,33.2,0,0,0,17.92,634.6,634.6,1885.37,146.98,2050.27,2.37,3.6,16,8.01,15.98,434.52,434.52,1890.69,143.6,2050.27,2.22,3.47,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2018-12-28 21:00:00",34.3932,-119.7301,25.37,25.37,2238.33,33.1,0,0,0,27.4,963.14,963.14,1979.71,105.41,2112.52,1.7,2.58,15.4,7.85,24.63,657.47,657.47,1986.09,101.81,2112.52,1.57,2.46,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-01-23 20:20:00",34.3932,-119.7301,25.17,25.17,2248.35,33.1,0,0,0,19.82,693.11,693.11,1914.9,135.93,2070.64,2.18,3.32,14.8,7.99,17.59,461.08,461.08,1920.81,132.25,2070.64,2.04,3.19,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-01-30 20:00:00",34.3932,-119.7301,25,25,2242.04,33.1,0,0,0,18.92,658.94,658.94,1899.15,139.67,2057.74,2.24,3.42,15.27,8,16.89,449.26,449.26,1904.61,136.24,2057.74,2.11,3.29,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-02-11 20:40:00",34.3932,-119.7301,24.9,24.9,2239.7,33.1,0,0,0,20.21,702.28,702.28,1914.17,132.58,2066.96,2.13,3.24,14.44,7.99,17.95,465.37,465.37,1920.14,128.88,2066.96,1.99,3.11,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-03-15 18:40:00",34.3932,-119.7301,25.1,25.1,2252.58,33.3,0,0,0,31.5,1100.93,1100.93,2019.04,95.23,2145.77,1.53,2.33,12.42,7.84,27.78,677.25,677.25,2027.36,90.63,2145.77,1.39,2.18,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-04-03 20:00:00",34.3932,-119.7301,24.7,24.7,2246.94,33.1,0,0,0,19.45,672.36,672.36,1910.96,136.89,2067.3,2.19,3.35,13.93,8.01,17.21,439.25,439.25,1917.02,133.07,2067.3,2.05,3.21,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-05-01 18:50:00",34.3932,-119.7301,24.2,24.2,2253.96,33.3,0,0,0,15.2,519.33,519.33,1851.87,163.65,2030.72,2.61,3.99,14.98,8.09,13.62,359.47,359.47,1856.69,160.4,2030.72,2.48,3.87,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"MKO","2019-06-05 19:50:00",34.3932,-119.7301,25.3,25.3,2264.86,33.2,0,0,0,14.26,500.72,500.72,1837.05,174.44,2025.75,2.8,4.26,15.16,8.11,12.6,334.11,334.11,1842.25,170.91,2025.75,2.64,4.12,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2016-05-17 19:00:00",34.42215,-119.951217,25.17,25.17,2242.37,33.4,0,0,0,14.29,500.44,500.44,1821.21,171.25,2006.75,2.75,4.18,16.64,8.09,12.86,356.81,356.81,1825.58,168.31,2006.75,2.61,4.06,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2016-09-09 20:00:00",34.42215,-119.951217,24.87,24.87,2228.05,33.1,0,0,0,16.54,574.25,574.25,1854.39,151.96,2022.9,2.44,3.71,19.4,7.99,15.46,463.74,463.74,1857.36,150.08,2022.9,2.35,3.64,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2016-10-04 20:30:00",34.42215,-119.951217,25.03,25.03,2224.03,33,0,0,0,20.91,728.39,728.39,1910.12,127.75,2058.78,2.05,3.13,15.65,7.95,18.78,504.86,504.86,1915.56,124.44,2058.78,1.93,3.01,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2016-11-16 22:30:00",34.42215,-119.951217,24.97,24.97,2225.33,33.1,0,0,0,16.84,586.08,586.08,1856.72,149.89,2023.46,2.41,3.66,17.4,8.01,15.37,435.3,435.3,1860.82,147.27,2023.46,2.29,3.56,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-01-30 22:30:00",34.42215,-119.951217,24.93,24.93,2214.71,33,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-02-15 20:00:00",34.42215,-119.951217,25.1,25.1,2183.2,33,0,0,0,25.15,877.58,877.58,1918.75,107.29,2051.19,1.72,2.63,14.35,7.89,22.41,579.06,579.06,1925.27,103.51,2051.19,1.6,2.5,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-03-03 21:00:00",34.42215,-119.951217,24.87,24.87,2200.27,33.1,0,0,0,26.9,933.8,933.8,1946.68,102.99,2076.56,1.65,2.52,13.14,7.89,23.82,593.2,593.2,1953.91,98.84,2076.56,1.52,2.38,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-03-24 19:00:00",34.42215,-119.951217,25.2,25.2,2238.26,33.1,0,0,0,30.25,1058.93,1058.93,1999.87,97.17,2127.29,1.56,2.38,12.25,7.86,26.57,643.45,643.45,2008.21,92.51,2127.29,1.42,2.23,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-04-18 18:00:00",34.42215,-119.951217,24.97,24.97,2237.51,33.2,0,0,0,16.4,571.09,571.09,1858.15,154.35,2028.9,2.48,3.77,14.36,8.07,14.47,374.57,374.57,1863.8,150.63,2028.9,2.32,3.63,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-04-21 18:00:00",34.42215,-119.951217,24.77,24.77,2232.86,33.3,0,0,0,25.63,888.28,888.28,1962.51,109.99,2098.13,1.76,2.68,15.7,7.87,23.23,626.49,626.49,1968.17,106.73,2098.13,1.65,2.57,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-05-01 19:30:00",34.42215,-119.951217,24.2,24.2,2237.81,33.4,0,0,0,38.91,1330.01,1330.01,2045.8,78.13,2162.85,1.25,1.9,12.67,7.74,35.12,863.34,863.34,2053.8,73.93,2162.85,1.13,1.78,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-08-14 18:30:00",34.42215,-119.951217,24.37,24.37,2230.6,33.2,0,0,0,14.27,489.4,489.4,1817.08,168.03,1999.39,2.69,4.1,17.5,8.07,13.11,372.75,372.75,1820.61,165.66,1999.39,2.58,4,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-08-30 18:30:00",34.42215,-119.951217,24.43,24.43,2225.93,33.2,0,0,0,14.16,486.24,486.24,1811.14,168.48,1993.78,2.7,4.11,18.75,8.05,13.18,388.47,388.47,1814.05,166.54,1993.78,2.6,4.03,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-09-05 17:20:00",34.42215,-119.951217,24.5,24.5,2230.13,33.1,0,0,0,14.36,493.69,493.69,1818.34,167.41,2000.1,2.68,4.09,19.7,8.03,13.51,408.68,408.68,1820.81,165.77,2000.1,2.6,4.02,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-10-04 16:40:00",34.42215,-119.951217,24.6,24.6,2229.51,33.1,0,0,0,12.78,440.6,440.6,1783.61,181.23,1977.61,2.9,4.43,17.02,8.12,11.62,325.66,325.66,1787.35,178.64,1977.61,2.78,4.32,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-11-10 19:30:00",34.42215,-119.951217,24.8,24.8,2229.87,33.1,0,0,0,17.91,620.47,620.47,1876.73,143.66,2038.29,2.3,3.51,16.33,8,16.2,444.62,444.62,1881.4,140.69,2038.29,2.18,3.4,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-12-22 20:30:00",34.42215,-119.951217,24.83,24.83,2229.72,33.2,0,0,0,18.31,635.51,635.51,1881.81,141.48,2041.61,2.27,3.46,15.23,8.01,16.37,435.17,435.17,1887.13,138.11,2041.61,2.13,3.33,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2017-12-28 20:30:00",34.42215,-119.951217,25.3,25.3,2233.16,33.2,0,0,0,17.2,603.98,603.98,1866.3,149.26,2032.76,2.4,3.65,15.37,8.04,15.29,408.02,408.02,1871.68,145.79,2032.76,2.25,3.52,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-01-09 19:50:00",34.42215,-119.951217,24.8,24.8,2228.23,33.3,0,0,0,20.54,712.34,712.34,1908.66,129.92,2059.11,2.08,3.17,15.76,7.96,18.52,500.27,500.27,1913.87,126.72,2059.11,1.96,3.06,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-01-11 23:00:00",34.42215,-119.951217,25.43,25.43,2229.5,33.1,0,0,0,18.13,638.51,638.51,1877.24,143.37,2038.74,2.31,3.51,15.75,8.01,16.17,436.27,436.27,1882.59,139.98,2038.74,2.17,3.38,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-02-08 20:00:00",34.42215,-119.951217,25.47,25.47,2234.21,33.2,0,0,0,16.42,578.92,578.92,1853.95,154.73,2025.1,2.49,3.78,14.76,8.06,14.45,378.64,378.64,1859.66,150.99,2025.1,2.33,3.64,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-02-15 20:00:00",34.42215,-119.951217,25.23,25.23,2231,33.2,0,0,0,18.62,652.58,652.58,1885.4,140.6,2044.62,2.26,3.44,14.66,8.02,16.46,430.07,430.07,1891.27,136.89,2044.62,2.11,3.3,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-03-14 18:00:00",34.42215,-119.951217,25.23,25.23,2222.42,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-03-15 19:30:00",34.42215,-119.951217,25.3,25.3,2234.17,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-04-24 19:00:00",34.42215,-119.951217,26.17,26.17,2238.76,33.5,0,0,0,19.57,703.42,703.42,1898.98,138.27,2056.82,2.23,3.38,13.83,8.01,16.98,433.01,433.01,1905.93,133.92,2056.82,2.06,3.22,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-04-26 18:30:00",34.42215,-119.951217,25.37,25.37,2261.44,33.3,0,0,0,19.51,686.66,686.66,1919.35,139.5,2078.37,2.24,3.41,13.11,8.03,16.97,422.79,422.79,1926.25,135.14,2078.37,2.08,3.26,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-05-03 17:15:00",34.42215,-119.951217,25.93,25.93,2243,33.3,0,0,0,22.05,787.15,787.15,1932.96,126.33,2081.34,2.04,3.09,13.05,7.98,19.1,474.99,474.99,1940.48,121.75,2081.34,1.87,2.93,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-05-25 18:30:00",34.42215,-119.951217,25.47,25.47,2245.8,33.3,0,0,0,26.75,943.74,943.74,1979.74,108.44,2114.93,1.74,2.65,11.92,7.92,23.23,557.22,557.22,1988.12,103.58,2114.93,1.59,2.49,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-06-05 17:20:00",34.42215,-119.951217,25.47,25.47,2244.15,33.4,0,0,0,16.66,587.97,587.97,1864.19,154.62,2035.46,2.48,3.77,15.89,8.04,14.85,402.9,402.9,1869.35,151.27,2035.46,2.34,3.65,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-06-14 18:30:00",34.42215,-119.951217,25.43,25.43,2247.99,33,0,0,0,19.36,681.24,681.24,1908.2,138.58,2066.14,2.23,3.39,14.58,8.01,17.07,444.27,444.27,1914.33,134.74,2066.14,2.08,3.25,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-07-02 18:00:00",34.42215,-119.951217,24.93,24.93,2230.25,33.4,0,0,0,16.09,560.19,560.19,1846.74,155.8,2018.63,2.5,3.8,17.66,8.02,14.72,420.8,420.8,1850.63,153.28,2018.63,2.38,3.7,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-07-06 19:00:00",34.42215,-119.951217,24.63,24.63,2234.25,33.3,0,0,0,16.06,554.58,554.58,1850.85,155.84,2022.75,2.5,3.8,17.3,8.03,14.69,415.31,415.31,1854.77,153.29,2022.75,2.38,3.7,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-07-16 20:00:00",34.42215,-119.951217,24.77,24.77,2228.41,33.2,0,0,0,11.38,394.06,394.06,1746.05,195.9,1953.33,3.14,4.78,21.63,8.09,10.91,348.16,348.16,1747.53,194.89,1953.33,3.08,4.73,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-08-01 17:00:00",34.42215,-119.951217,24.9,24.9,2234.84,33.1,0,0,0,13.01,452.03,452.03,1791.3,180.39,1984.69,2.9,4.41,17.79,8.1,11.89,340.79,340.79,1794.83,177.97,1984.69,2.77,4.31,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-08-08 18:30:00",34.42215,-119.951217,25.07,25.07,2250.37,33.1,0,0,0,12.07,421.21,421.21,1778.5,192.15,1982.71,3.09,4.7,20.6,8.09,11.39,353.06,353.06,1780.65,190.68,1982.71,3,4.63,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-09-05 17:00:00",34.42215,-119.951217,24.4,24.4,2240.68,33.3,0,0,0,17.25,592.14,592.14,1875.65,148.46,2041.36,2.37,3.62,15.39,8.03,15.51,414.52,414.52,1880.56,145.29,2041.36,2.25,3.5,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-10-02 17:30:00",34.42215,-119.951217,24.53,24.53,2235.57,33.2,0,0,0,15.64,538.47,538.47,1845.5,158.62,2019.76,2.54,3.87,16.83,8.05,14.24,397,397,1849.57,155.94,2019.76,2.42,3.77,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-10-11 16:20:00",34.42215,-119.951217,24.57,24.57,2235.29,33.3,0,0,0,16.53,569.92,569.92,1859.71,152.68,2028.92,2.44,3.72,18.6,8,15.36,451.01,451.01,1862.94,150.61,2028.92,2.35,3.64,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-11-07 17:40:00",34.42215,-119.951217,24.73,24.73,2238.74,33.1,0,0,0,17.35,600.17,600.17,1875.41,147.9,2040.66,2.37,3.61,17.98,7.99,15.99,460.54,460.54,1879.13,145.54,2040.66,2.27,3.52,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-11-09 19:00:00",34.42215,-119.951217,24.93,24.93,2238.66,33.2,0,0,0,15.63,543.74,543.74,1845.95,159.78,2021.36,2.56,3.9,18.71,8.02,14.47,425.78,425.78,1849.26,157.63,2021.36,2.46,3.82,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-12-03 19:30:00",34.42215,-119.951217,25.73,25.73,2235.23,33.2,0,0,0,18.45,655.01,655.01,1884.39,142.83,2045.68,2.3,3.49,15.7,8.01,16.39,441.7,441.7,1889.98,139.32,2045.68,2.16,3.36,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-12-07 19:00:00",34.42215,-119.951217,25.3,25.3,2242.42,33.2,0,0,0,21.95,770.59,770.59,1934.03,125.64,2081.61,2.02,3.07,15.48,7.94,19.63,525.68,525.68,1939.84,122.14,2081.61,1.89,2.95,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2018-12-28 19:30:00",34.42215,-119.951217,25.4,25.4,2246.83,33.1,0,0,0,19.31,679.46,679.46,1906.43,138.76,2064.5,2.23,3.4,14.84,8,17.08,448.45,448.45,1912.39,135.02,2064.5,2.09,3.26,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-01-07 18:00:00",34.42215,-119.951217,25.03,25.03,2225.86,33.1,0,0,0,19.76,688.94,688.94,1897.58,133.55,2050.9,2.14,3.27,14.9,7.99,17.59,462.65,462.65,1903.32,129.99,2050.9,2.01,3.14,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-01-23 19:00:00",34.42215,-119.951217,25.03,25.03,2244.19,33.2,0,0,0,19.83,691.47,691.47,1911.91,135.33,2067.07,2.17,3.31,14.7,7.99,17.61,460.54,460.54,1917.79,131.67,2067.07,2.03,3.18,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-01-30 19:00:00",34.42215,-119.951217,25.1,25.1,2242.91,33.2,0,0,0,18.3,639.49,639.49,1890.56,143.48,2052.34,2.3,3.51,14.84,8.02,16.24,426.51,426.51,1896.24,139.86,2052.34,2.16,3.37,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-02-11 19:00:00",34.42215,-119.951217,25.2,25.2,2218.11,33,0,0,0,22.07,772.2,772.2,1917.56,122.28,2061.92,1.97,2.99,14.14,7.96,19.51,501.01,501.01,1924.03,118.38,2061.92,1.83,2.86,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-03-15 17:30:00",34.42215,-119.951217,25,25,2239.7,33.3,0,0,0,22.88,797.87,797.87,1942.22,121.1,2086.2,1.94,2.96,12.22,7.97,19.93,482.68,482.68,1949.71,116.56,2086.2,1.79,2.81,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-04-03 18:20:00",34.42215,-119.951217,25.6,25.6,2247.77,33.2,0,0,0,29.32,1037.27,1037.27,2000.03,101.05,2130.4,1.63,2.47,12.39,7.87,25.62,623.57,623.57,2008.5,96.28,2130.4,1.48,2.32,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NPR","2019-05-01 17:40:00",34.42215,-119.951217,24.9,24.9,2249.3,33.2,0,0,0,21,729.96,729.96,1930.34,129.97,2081.31,2.08,3.17,13.48,7.99,18.48,465.52,465.52,1936.92,125.9,2081.31,1.94,3.04,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"NCY","2014-09-14 17:41:00",-9999,-9999,24.97,24.97,2239.76,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2012-03-20 21:00:00",34.0204,-119.6842,-9999,-9999,2252,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.06,7.95,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2012-09-04 22:30:00",34.0204,-119.6842,-9999,-9999,2241,33.3,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.48,8.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2013-02-05 22:00:00",34.0204,-119.6842,-9999,-9999,2240,33.1,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.39,8.04,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2013-05-19 22:00:00",34.0204,-119.6842,-9999,-9999,2253,33.71,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15,8.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2013-07-02 20:30:00",34.0204,-119.6842,-9999,-9999,2240,33.6,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.22,8.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2013-07-02 21:00:00",34.0204,-119.6842,-9999,-9999,2239,33.61,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.4,8.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2013-08-04 19:30:00",34.0204,-119.6842,-9999,-9999,2245,33.58,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.18,8.02,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-05-26 21:40:00",34.0204,-119.6842,24.87,24.87,2235.06,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-05-26 22:00:00",34.0204,-119.6842,24.8,24.8,2233.37,-9999,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-06-17 21:20:00",34.0204,-119.6842,25.13,25.13,2239.45,33.2,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-08-22 19:20:00",34.0204,-119.6842,25.3,25.3,2231.7,33,0,0,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-08-22 21:00:00",34.0204,-119.6842,25.27,25.27,2222.01,33.1,0,0,0,15.13,530.64,530.64,1824.07,161.76,2000.96,2.6,3.96,18.2,8.04,13.86,401.75,401.75,1827.76,159.35,2000.96,2.49,3.86,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
"PRZ","2014-11-21 20:20:00",34.0204,-119.6842,25.4,25.4,2232.76,33.3,0,0,0,14.73,518.82,518.82,1822.66,166.73,2004.12,2.68,4.07,18.22,8.05,13.46,390.98,390.98,1826.38,164.28,2004.12,2.56,3.97,"Millero et al.(2006)","Dickson and Riley","Dickson (1990)","total scale"
